Time,obj_attrs,count
16:17:31,"{'ids': [0, 16, 3, 1, 2, 10, 6, 4, 8, 7, 22, 12, 11, 19, 20, 5, 9, 13, 14, 15, 18]}",21
16:17:32,"{'ids': [16, 0, 3, 4, 1, 7, 2, 15, 19, 14, 9, 12, 10, 11, 8, 22, 6, 18, 13, 27, 26]}",21
16:17:33,"{'ids': [0, 1, 16, 4, 27, 2, 7, 21, 14, 6, 3, 8, 9, 10, 11, 19, 20, 28, 18]}",19
16:17:34,"{'ids': [16, 0, 1, 27, 21, 2, 14, 11, 4, 10, 9, 6, 19, 7, 18, 3, 8, 29, 12, 30]}",20
16:17:35,"{'ids': [16, 0, 1, 2, 21, 30, 27, 7, 14, 9, 8, 4, 11, 12, 19, 6, 33, 18, 3, 29, 10]}",21
16:17:37,"{'ids': [0, 16, 1, 29, 21, 14, 27, 2, 30, 4, 11, 12, 19, 7, 8, 13, 9, 18, 34, 6, 28]}",21
16:17:38,"{'ids': [16, 0, 1, 29, 21, 6, 7, 30, 19, 2, 8, 9, 12, 18, 35, 4, 13, 27, 37, 36, 10, 3, 28]}",23
16:17:39,"{'ids': [16, 1, 0, 8, 21, 27, 13, 7, 29, 30, 12, 2, 28, 18, 11]}",15
16:17:40,"{'ids': [16, 1, 29, 8, 0, 21, 11, 27, 7, 12, 6, 3, 13, 18, 36, 38, 2, 28, 9, 10, 34, 35, 41]}",23
16:17:41,"{'ids': [16, 29, 8, 1, 21, 38, 0, 7, 12, 11, 28, 13, 2, 9, 43, 10, 35, 6, 40, 42]}",20
16:17:42,"{'ids': [16, 1, 2, 8, 29, 21, 7, 12, 13, 11, 0, 28, 34, 44, 10, 9, 27, 45]}",18
16:17:43,"{'ids': [16, 2, 1, 11, 12, 21, 7, 29, 0, 8, 13, 42, 9, 35, 34, 10, 44, 28]}",18
16:17:45,"{'ids': [16, 44, 11, 1, 2, 12, 13, 0, 8, 29, 21, 9, 10, 34, 7, 6, 28, 47]}",18
16:17:46,"{'ids': [44, 16, 11, 1, 12, 13, 48, 21, 42, 46, 7, 2, 0, 9, 47, 34, 6]}",17
16:17:47,"{'ids': [16, 44, 11, 1, 2, 7, 13, 9, 34, 12, 21, 50, 6, 46, 49, 28, 0, 10, 47]}",19
16:17:48,"{'ids': [44, 16, 11, 12, 2, 7, 1, 21, 9, 46, 47, 6, 28, 34, 0, 10, 13, 51, 42, 52]}",20
16:17:49,"{'ids': [44, 11, 12, 1, 2, 16, 7, 21, 6, 28, 47, 9, 34, 0, 13, 46, 10]}",17
16:17:50,"{'ids': [44, 11, 12, 7, 1, 21, 9, 2, 6, 34, 16, 13, 47, 49, 10]}",15
16:17:51,"{'ids': [44, 2, 11, 12, 6, 1, 13, 7, 21, 9, 0, 34, 10, 47, 51, 28, 55]}",17
16:17:53,"{'ids': [44, 2, 12, 1, 21, 6, 34, 13, 7, 11, 51, 47, 9, 0, 10, 28, 46]}",17
16:17:54,"{'ids': [44, 1, 12, 2, 51, 11, 9, 7, 6, 13, 47, 21, 34, 10, 0, 57, 46]}",17
16:17:55,"{'ids': [44, 12, 1, 7, 6, 13, 9, 47, 10, 2, 21, 11, 51, 46, 58, 0, 56, 59]}",18
16:17:56,"{'ids': [44, 1, 13, 12, 7, 6, 2, 9, 10, 11, 21, 47, 58, 56, 46, 60, 51, 62, 0]}",19
16:17:57,"{'ids': [44, 7, 13, 12, 1, 6, 11, 10, 2, 46, 21, 0, 58, 56, 59, 9]}",16
16:17:58,"{'ids': [44, 12, 1, 46, 7, 13, 10, 9, 11, 6, 2, 62, 58, 0, 47, 57]}",16
16:17:59,"{'ids': [44, 46, 7, 11, 1, 12, 2, 9, 10, 58, 62, 13, 47, 6, 0, 57, 63]}",17
16:18:01,"{'ids': [44, 46, 7, 11, 1, 12, 2, 10, 58, 6, 47, 9, 0, 57, 62]}",15
16:18:02,"{'ids': [46, 7, 44, 1, 11, 2, 12, 9, 58, 6, 10, 0, 57, 65, 63, 64, 62]}",17
16:18:03,"{'ids': [7, 1, 46, 11, 12, 10, 44, 58, 2, 6, 64, 0, 9, 66, 67, 63, 57, 62]}",18
16:18:04,"{'ids': [7, 1, 11, 2, 46, 12, 58, 69, 0, 66, 10, 62, 6, 47, 67, 57, 9]}",17
