Time,obj_attrs,count
11:13:19,"{'ids': [0, 1, 4, 2, 5, 6, 3, 9, 8, 10, 7, 12, 14, 11, 15]}",15
11:13:20,"{'ids': [0, 1, 2, 5, 4, 3, 7, 6, 8, 9, 10, 12, 17, 13, 15, 14]}",16
11:13:21,"{'ids': [0, 1, 2, 4, 6, 5, 9, 7, 3, 8, 17, 13, 10, 12, 19]}",15
11:13:23,"{'ids': [0, 1, 4, 2, 6, 3, 5, 9, 7, 8, 12, 10, 17, 13]}",14
11:13:24,"{'ids': [0, 1, 2, 6, 9, 4, 3, 5, 12, 7, 14, 8, 13, 10, 18, 21]}",16
11:13:25,"{'ids': [0, 6, 3, 5, 9, 2, 4, 7, 1, 12, 8, 14, 10, 21]}",14
11:13:26,"{'ids': [0, 6, 5, 9, 3, 2, 4, 8, 12, 1, 21, 7, 10, 14]}",14
11:13:27,"{'ids': [0, 5, 21, 9, 4, 3, 6, 2, 12, 8, 22, 1, 7, 13]}",14
11:13:28,"{'ids': [0, 2, 1, 21, 5, 6, 3, 9, 22, 12, 8, 4, 13, 7, 10, 23]}",16
11:13:29,"{'ids': [0, 21, 1, 2, 6, 5, 3, 22, 4, 9, 12, 13, 10, 8, 23, 7]}",16
11:13:31,"{'ids': [0, 21, 1, 6, 4, 5, 2, 7, 3, 25, 9, 13, 23, 10, 8]}",15
11:13:32,"{'ids': [0, 21, 4, 25, 6, 1, 2, 5, 7, 9, 23, 8, 3]}",13
11:13:33,"{'ids': [0, 21, 4, 6, 25, 5, 1, 3, 7, 9, 2, 23, 13, 8]}",14
11:13:34,"{'ids': [0, 21, 4, 2, 25, 3, 9, 5, 1, 10, 6, 23, 28, 29, 8, 30]}",16
11:13:35,"{'ids': [0, 21, 2, 4, 5, 25, 9, 1, 6, 3, 29, 8, 14, 28, 10, 7, 23]}",17
11:13:36,"{'ids': [0, 21, 2, 4, 5, 10, 1, 9, 3, 7, 8, 14, 25, 29, 32, 6, 31, 28, 23]}",19
11:13:37,"{'ids': [0, 21, 4, 3, 2, 5, 30, 1, 9, 10, 6, 25, 32, 8, 31, 29, 14, 23]}",18
11:13:38,"{'ids': [0, 3, 21, 30, 1, 4, 5, 2, 9, 6, 10, 8, 32, 28, 23, 33, 25]}",17
11:13:39,"{'ids': [0, 3, 21, 30, 1, 4, 5, 10, 2, 6, 9, 8, 35, 14, 25, 33]}",16
11:13:41,"{'ids': [0, 3, 1, 14, 21, 5, 4, 2, 6, 10, 8, 36, 25, 9, 31, 37]}",16
11:13:42,"{'ids': [0, 1, 3, 14, 21, 5, 4, 6, 2, 10, 30, 8, 25, 7]}",14
11:13:43,"{'ids': [0, 3, 1, 14, 21, 4, 5, 30, 2, 6, 10, 7]}",12
11:13:44,"{'ids': [0, 1, 3, 5, 30, 4, 21, 14, 2, 6, 38, 10, 25, 36]}",14
11:13:45,"{'ids': [0, 1, 21, 4, 5, 3, 6, 8, 14, 25, 29, 2, 38, 31, 40, 10, 41, 30]}",18
11:13:46,"{'ids': [0, 21, 1, 4, 2, 30, 6, 3, 25, 5, 10, 38, 39, 36, 40, 8, 14]}",17
11:13:47,"{'ids': [0, 6, 2, 1, 7, 4, 21, 3, 10, 36, 38, 8, 5]}",13
11:13:48,"{'ids': [0, 6, 2, 1, 8, 4, 7, 3, 10, 38, 21, 30]}",12
11:13:50,"{'ids': [0, 2, 6, 1, 8, 4, 38, 7, 41, 3, 10, 43, 39]}",13
11:13:51,"{'ids': [0, 2, 4, 6, 7, 21, 1, 39, 8, 3, 30, 44, 38, 10, 5, 14, 41, 25]}",18
11:13:52,"{'ids': [0, 2, 8, 6, 4, 30, 39, 1, 10, 14, 3, 38, 43, 41]}",14
11:13:53,"{'ids': [0, 4, 2, 7, 6, 39, 14, 10, 3, 38, 43, 1, 45]}",13
11:13:55,"{'ids': [0, 7, 4, 2, 6, 14, 1, 38, 10, 45, 3, 30, 46]}",13
11:13:56,"{'ids': [0, 2, 4, 6, 7, 44, 1, 3, 10, 39, 38, 8, 30, 14, 47]}",15
11:13:57,"{'ids': [0, 8, 2, 4, 6, 1, 38, 3, 10, 7, 48, 49, 14]}",13
11:13:58,"{'ids': [0, 8, 4, 2, 6, 38, 49, 1, 3, 48, 10, 30, 14, 46]}",14
11:13:59,"{'ids': [0, 7, 6, 2, 4, 38, 49, 30, 3, 39, 14, 1, 10, 50]}",14
11:14:00,"{'ids': [0, 7, 2, 6, 4, 38, 51, 39, 49, 48, 3, 1, 10, 14]}",14
11:14:02,"{'ids': [0, 7, 2, 6, 8, 4, 38, 3, 10, 49, 39, 46, 1]}",13
11:14:03,"{'ids': [0, 6, 2, 4, 1, 7, 10, 49, 46, 38, 52, 53]}",12
11:14:04,"{'ids': [0, 6, 2, 4, 1, 10, 7, 49, 38, 52, 46]}",11
11:14:05,"{'ids': [0, 2, 6, 4, 1, 3, 7, 49, 10, 46, 54, 55]}",12
11:14:06,"{'ids': [0, 2, 6, 4, 1, 7, 49, 3, 46, 10, 56]}",11
11:14:07,"{'ids': [6, 0, 2, 1, 4, 7, 49, 3, 46, 57, 10, 56, 54]}",13
11:14:08,"{'ids': [0, 6, 1, 2, 7, 4, 3, 46, 57, 10]}",10
11:14:10,"{'ids': [0, 6, 2, 1, 57, 7, 3, 46, 59, 58, 54, 10, 60]}",13
11:14:11,"{'ids': [0, 6, 2, 1, 3, 7, 57, 61, 49, 10, 54, 58, 46]}",13
11:14:12,"{'ids': [0, 6, 1, 2, 3, 7, 4, 58, 49, 46, 10]}",11
11:14:13,"{'ids': [0, 6, 2, 1, 3, 7, 4, 49, 58, 46, 10, 63]}",12
11:14:14,"{'ids': [0, 6, 3, 2, 63, 7, 4, 49, 58, 10, 62, 1, 65]}",13
11:14:15,"{'ids': [0, 63, 3, 4, 6, 2, 7, 49, 62, 1, 10, 58]}",12
11:14:16,"{'ids': [0, 63, 3, 2, 4, 6, 62, 49, 7, 1, 46, 58, 10, 64]}",14
11:14:18,"{'ids': [0, 3, 7, 2, 62, 49, 1, 68, 46, 4, 6, 58, 10, 66]}",14
11:14:19,"{'ids': [0, 3, 58, 1, 2, 6, 63, 46, 62, 10, 4, 49, 7, 70]}",14
11:14:20,"{'ids': [0, 4, 1, 3, 2, 6, 7, 10, 49, 58]}",10
11:14:21,"{'ids': [0, 4, 1, 7, 3, 2, 6, 63, 58, 49, 10, 66]}",12
11:14:22,"{'ids': [0, 4, 7, 1, 3, 2, 6, 49, 62, 63, 72, 10, 71, 66]}",14
11:14:23,"{'ids': [0, 4, 1, 7, 3, 2, 6, 73, 49, 63, 72, 58, 62, 71]}",14
11:14:24,"{'ids': [0, 4, 1, 7, 3, 2, 6, 73, 74, 58, 75, 72, 76, 49, 62, 66]}",16
11:14:26,"{'ids': [0, 1, 4, 10, 73, 7, 2, 3, 49, 76, 74, 6, 58, 62, 72, 71, 66]}",17
11:14:27,"{'ids': [0, 1, 6, 73, 4, 3, 7, 49, 2, 75, 58, 72, 66, 62]}",14
11:14:28,"{'ids': [0, 1, 6, 73, 4, 3, 10, 66, 49, 62, 58, 2, 72, 74]}",14
11:14:29,"{'ids': [0, 1, 73, 2, 3, 58, 4, 72, 10, 75]}",10
11:14:30,"{'ids': [0, 1, 2, 73, 4, 74, 72, 3]}",8
11:14:31,"{'ids': [1, 0, 2, 73, 6, 80, 81, 72]}",8
11:14:33,"{'ids': [1, 82, 2, 84, 6, 81, 4, 0, 73, 80, 83]}",11
11:14:34,"{'ids': [0, 1, 82, 84, 81, 6, 85, 86, 83]}",9
11:14:35,"{'ids': [0, 84, 81, 82, 88, 89, 6, 83, 85, 90, 86, 1]}",12
11:14:36,"{'ids': [6, 0, 80, 81, 83, 88, 89, 85, 92, 93, 86]}",11
11:14:38,"{'ids': [6, 92, 80, 0, 83, 88, 82, 81, 84, 89, 90]}",11
11:14:39,"{'ids': [0, 92, 6, 80, 88, 81, 83, 84, 1, 85, 82, 94, 89, 95]}",14
11:14:40,"{'ids': [0, 6, 88, 80, 92, 81, 1, 83, 94, 97, 82, 99, 96, 93, 98]}",15
