Time,obj_attrs,count
15:58:46,"{'ids': [0, 3, 21, 30, 1, 4, 5, 2, 9, 6, 10, 8, 32, 28, 23, 33, 25]}",17
15:58:47,"{'ids': [0, 3, 21, 30, 1, 4, 5, 10, 2, 6, 9, 8, 35, 14, 25, 33]}",16
15:58:48,"{'ids': [0, 3, 1, 21, 14, 4, 5, 6, 10, 2, 8, 29, 25, 9, 23, 33, 37, 31]}",18
15:58:49,"{'ids': [0, 1, 3, 14, 21, 5, 4, 2, 6, 10, 29, 30, 8, 36, 7, 9, 31]}",17
15:58:50,"{'ids': [0, 1, 3, 14, 21, 5, 4, 2, 6, 10, 30, 8, 36, 31]}",14
15:58:52,"{'ids': [0, 3, 1, 14, 30, 5, 4, 21, 2, 29, 6, 10, 7, 38, 39]}",15
15:58:53,"{'ids': [0, 1, 21, 3, 5, 4, 8, 14, 6, 25, 29, 2, 38, 7, 10, 40]}",16
15:58:54,"{'ids': [0, 21, 1, 4, 2, 5, 6, 25, 7, 3, 30, 10, 14, 38, 40, 39]}",16
15:58:55,"{'ids': [0, 21, 1, 4, 2, 30, 6, 25, 10, 5, 38, 3, 36, 39, 40]}",15
15:58:56,"{'ids': [0, 6, 2, 1, 7, 4, 21, 3, 10, 8, 38, 25, 41, 5]}",14
15:58:57,"{'ids': [0, 6, 1, 2, 8, 4, 7, 3, 41, 38, 21, 10, 14, 43, 39, 36, 44]}",17
15:58:58,"{'ids': [0, 2, 6, 8, 4, 1, 7, 3, 41, 38, 39, 14, 10, 30]}",14
15:58:59,"{'ids': [0, 2, 4, 7, 21, 30, 1, 6, 39, 10, 3, 8, 38, 14, 44, 41, 5]}",17
15:59:00,"{'ids': [0, 2, 4, 8, 6, 30, 39, 10, 14, 3, 1, 43, 38, 41]}",14
15:59:01,"{'ids': [0, 4, 7, 2, 6, 39, 14, 10, 3, 38, 43, 1, 45, 30]}",14
15:59:03,"{'ids': [0, 2, 4, 6, 7, 14, 1, 38, 3, 10, 41, 30, 45, 47]}",14
15:59:04,"{'ids': [0, 8, 2, 4, 6, 1, 38, 3, 10, 7, 48, 49, 14]}",13
15:59:05,"{'ids': [0, 8, 4, 2, 6, 38, 49, 1, 3, 48, 10, 30, 14, 46]}",14
15:59:06,"{'ids': [0, 7, 6, 2, 4, 38, 49, 30, 3, 39, 14, 1, 10, 50]}",14
15:59:07,"{'ids': [0, 7, 6, 2, 4, 38, 8, 39, 49, 3, 48, 10, 1, 46]}",14
15:59:08,"{'ids': [0, 7, 2, 8, 4, 38, 10, 49, 3, 46, 39, 6, 1]}",13
15:59:10,"{'ids': [0, 6, 2, 4, 1, 10, 7, 49, 38, 52, 53, 46]}",12
15:59:11,"{'ids': [6, 0, 2, 4, 3, 1, 7, 49, 52, 38, 53]}",11
15:59:12,"{'ids': [0, 2, 6, 4, 1, 3, 7, 49, 10, 46, 54]}",11
15:59:13,"{'ids': [6, 0, 2, 4, 1, 7, 49, 3, 46, 10, 56]}",11
15:59:14,"{'ids': [6, 0, 2, 1, 4, 7, 3, 57, 46, 49, 10, 54]}",12
15:59:16,"{'ids': [0, 6, 1, 2, 7, 4, 46, 3, 57, 10, 58, 56]}",12
15:59:17,"{'ids': [0, 6, 2, 57, 1, 7, 3, 46, 58, 61, 54, 49, 10]}",13
15:59:18,"{'ids': [0, 6, 2, 1, 3, 54, 7, 61, 10, 49, 58, 46, 56]}",13
15:59:19,"{'ids': [0, 6, 1, 2, 3, 7, 4, 58, 49, 46, 10]}",11
15:59:20,"{'ids': [0, 6, 2, 3, 7, 1, 4, 49, 64, 58, 46, 10, 63]}",13
15:59:21,"{'ids': [0, 6, 3, 4, 63, 2, 7, 49, 58, 62, 1, 10, 65]}",13
15:59:23,"{'ids': [0, 63, 3, 4, 6, 2, 7, 49, 62, 1, 10, 58, 66]}",13
15:59:24,"{'ids': [0, 63, 3, 2, 4, 6, 49, 1, 62, 66, 10, 46, 7, 58]}",14
15:59:25,"{'ids': [0, 3, 62, 7, 2, 1, 10, 46, 4, 49, 6, 58, 66, 69]}",14
15:59:26,"{'ids': [0, 3, 58, 1, 2, 6, 63, 46, 62, 4, 10, 49, 7]}",13
15:59:27,"{'ids': [0, 4, 1, 2, 3, 6, 7, 10, 58, 49, 63, 46]}",12
15:59:29,"{'ids': [0, 4, 3, 7, 1, 2, 6, 63, 49, 58, 71, 10]}",12
15:59:30,"{'ids': [0, 4, 1, 3, 7, 2, 49, 6, 63, 62, 72, 73, 71, 10, 66]}",15
15:59:31,"{'ids': [0, 4, 1, 7, 3, 2, 6, 73, 49, 63, 72, 58, 62, 71]}",14
15:59:32,"{'ids': [0, 4, 1, 7, 3, 2, 6, 73, 74, 58, 75, 72, 76, 49, 62, 66]}",16
