Time,obj_attrs,count
15:56:42,"{'ids': [0, 3, 21, 30, 4, 1, 5, 2, 9, 10, 7, 8, 32, 25, 6, 23, 33, 28]}",18
15:56:43,"{'ids': [0, 3, 21, 30, 1, 4, 5, 2, 10, 9, 6, 8, 35, 25, 23]}",15
15:56:44,"{'ids': [0, 3, 1, 21, 14, 4, 5, 6, 10, 2, 8, 29, 25, 9, 23, 33, 37, 31]}",18
15:56:45,"{'ids': [0, 1, 3, 14, 21, 5, 4, 6, 2, 30, 10, 8, 25, 36, 31, 7, 9]}",17
15:56:46,"{'ids': [0, 1, 3, 14, 21, 4, 5, 2, 30, 6, 10, 8]}",12
15:56:48,"{'ids': [0, 1, 3, 5, 30, 4, 21, 14, 2, 6, 38, 10, 25, 36]}",14
15:56:49,"{'ids': [0, 1, 21, 3, 5, 4, 8, 25, 6, 14, 2, 41, 29, 30, 10, 40, 38]}",17
15:56:50,"{'ids': [0, 21, 1, 4, 2, 30, 25, 5, 3, 8, 7, 39, 10, 38, 40, 6, 42]}",17
15:56:51,"{'ids': [0, 2, 1, 6, 21, 4, 30, 3, 10, 36, 38, 5, 39]}",13
15:56:52,"{'ids': [6, 0, 2, 1, 7, 4, 8, 3, 21, 10, 38, 5, 25, 14]}",14
15:56:54,"{'ids': [0, 6, 1, 2, 8, 38, 4, 41, 7, 3, 21, 10, 14, 39, 30, 25]}",16
15:56:55,"{'ids': [0, 2, 6, 8, 4, 1, 7, 3, 41, 38, 39, 14, 10, 30]}",14
15:56:56,"{'ids': [0, 2, 4, 6, 7, 21, 1, 39, 8, 3, 30, 44, 38, 10, 5, 14, 41, 25]}",18
15:56:57,"{'ids': [0, 2, 8, 6, 4, 30, 39, 1, 10, 14, 3, 38, 43, 41]}",14
15:56:58,"{'ids': [0, 4, 2, 7, 6, 39, 14, 10, 3, 38, 43, 1, 45]}",13
15:56:59,"{'ids': [0, 7, 4, 2, 6, 14, 1, 38, 10, 45, 3, 30, 46]}",13
15:57:00,"{'ids': [0, 2, 4, 6, 8, 1, 7, 3, 39, 10, 38, 47, 14]}",13
15:57:01,"{'ids': [0, 6, 8, 4, 2, 38, 1, 3, 49, 10, 48, 7, 14]}",13
15:57:02,"{'ids': [0, 6, 8, 38, 4, 2, 49, 3, 30, 1, 48, 10, 14, 50, 46]}",15
15:57:04,"{'ids': [0, 7, 2, 6, 4, 38, 49, 39, 3, 30, 48, 10, 1, 14]}",14
15:57:05,"{'ids': [0, 7, 2, 6, 8, 4, 38, 39, 49, 10, 46, 3, 1]}",13
15:57:06,"{'ids': [0, 6, 2, 4, 1, 7, 10, 49, 46, 3, 38, 52]}",12
15:57:07,"{'ids': [0, 6, 2, 4, 1, 10, 7, 49, 38, 52]}",10
15:57:08,"{'ids': [0, 6, 2, 4, 3, 1, 7, 49, 52, 38, 10]}",11
15:57:09,"{'ids': [0, 2, 6, 1, 4, 7, 49, 3, 46, 10, 54, 56]}",12
15:57:10,"{'ids': [6, 0, 2, 1, 4, 7, 49, 3, 46, 10, 57, 56, 54]}",13
15:57:11,"{'ids': [0, 6, 2, 1, 7, 4, 3, 46, 57, 49, 10]}",11
15:57:13,"{'ids': [0, 6, 1, 7, 57, 4, 46, 3, 58, 2, 59, 60]}",12
15:57:14,"{'ids': [0, 6, 2, 1, 3, 7, 61, 57, 49, 54, 46, 59, 10]}",13
15:57:15,"{'ids': [0, 6, 1, 2, 3, 4, 58, 7, 62, 10, 46, 49]}",12
15:57:16,"{'ids': [0, 6, 1, 2, 3, 7, 4, 58, 49, 46, 10]}",11
15:57:17,"{'ids': [0, 6, 3, 2, 7, 63, 4, 49, 58, 10, 1, 62]}",12
15:57:18,"{'ids': [0, 3, 4, 63, 2, 6, 7, 49, 62, 1, 10, 58]}",12
15:57:19,"{'ids': [0, 63, 3, 4, 2, 7, 62, 49, 6, 1, 46, 58, 10, 67, 64]}",15
15:57:20,"{'ids': [0, 3, 63, 2, 62, 1, 4, 49, 46, 58, 68, 7, 10, 6]}",14
15:57:22,"{'ids': [0, 3, 62, 1, 10, 7, 6, 4, 2, 46, 63, 69, 49, 58]}",14
15:57:23,"{'ids': [0, 4, 3, 1, 6, 2, 10, 58, 64, 7, 49, 63, 46]}",13
15:57:24,"{'ids': [0, 4, 1, 3, 2, 63, 6, 64, 10, 49, 58, 7, 46, 66]}",14
15:57:25,"{'ids': [0, 4, 7, 3, 1, 2, 63, 49, 6, 64, 71, 10, 72]}",13
15:57:26,"{'ids': [0, 4, 1, 3, 7, 2, 6, 49, 73, 58, 72, 62, 63]}",13
15:57:27,"{'ids': [0, 4, 1, 7, 2, 3, 6, 73, 74, 58, 66, 10, 72, 75, 49, 71]}",16
15:57:28,"{'ids': [1, 0, 4, 7, 2, 3, 73, 6, 49, 58, 62, 76, 10, 77, 72]}",15
15:57:30,"{'ids': [0, 1, 4, 6, 7, 2, 73, 3, 49, 75, 58, 62, 78, 72, 66, 79, 76]}",17
15:57:31,"{'ids': [0, 1, 73, 6, 4, 49, 62, 2, 58, 76, 72, 66, 75, 3]}",14
15:57:32,"{'ids': [0, 1, 73, 2, 3, 58, 4, 72, 10, 75]}",10
15:57:33,"{'ids': [0, 1, 2, 73, 4, 74, 72, 3]}",8
15:57:35,"{'ids': [1, 0, 2, 73, 6, 80, 81, 72]}",8
15:57:36,"{'ids': [1, 82, 2, 84, 6, 81, 4, 0, 73, 80, 83]}",11
15:57:37,"{'ids': [0, 1, 82, 84, 81, 6, 85, 86, 83]}",9
15:57:38,"{'ids': [0, 84, 81, 82, 88, 89, 6, 83, 85, 90, 86, 1]}",12
15:57:39,"{'ids': [6, 0, 80, 81, 83, 88, 89, 85, 92, 93, 86]}",11
15:57:40,"{'ids': [6, 92, 80, 83, 0, 88, 81, 89, 84, 85]}",10
15:57:41,"{'ids': [0, 92, 80, 6, 88, 81, 83, 84, 85, 89, 94, 1, 95, 82]}",14
15:57:42,"{'ids': [0, 6, 92, 88, 80, 81, 83, 97, 82, 1, 96, 94, 84, 98, 93]}",15
15:57:44,"{'ids': [0, 6, 88, 80, 1, 96, 94, 81, 83, 92, 97, 82, 100]}",13
15:57:45,"{'ids': [0, 6, 80, 88, 1, 94, 97, 82, 84, 83, 92, 89, 81, 96, 93, 98, 100]}",17
15:57:46,"{'ids': [0, 6, 88, 1, 80, 94, 84, 81, 83, 89, 98, 93, 82, 95, 92]}",15
15:57:47,"{'ids': [0, 1, 6, 88, 94, 80, 81, 82, 96, 98, 84, 83, 93, 89]}",14
15:57:48,"{'ids': [0, 1, 6, 88, 94, 80, 81, 89, 96, 98, 82, 83, 93]}",13
